回答番号,受付番号,回答日時,あなたの性別は？,あなたの年齢は？,あなたが住んでる地区は？ [地区名が分からない場合は下記の地区別町名をご覧ください],あなたが住んでる地区の良いところや好きなところ、自慢したいところは？,あなたが住んでいる地区に変わってほしいところや不便なところは？,鯖江市に変わってほしいところや不便なところは？,あなたは鯖江市に住み続けたいですか？ [※１～２を選択した人の次の設問はQ９です],Q７で３～５を選択した人にお聞きします。具体的にどこに移りたいですか？ [都道府県、市町、地区名など],Ｑ７であなたが選んだ理由は？ [できるだけ具体的にお願いいたします。],あなたが欲しい情報を探したり集めたりするときに使うものは？ [（○は３つまで）],あなたが欲しい情報を探したり集めたりするときに使うものは？ その他,あなたは鯖江市がどんなまちになったらいいと思いますか？ [（○は３つまで）],あなたは鯖江市がどんなまちになったらいいと思いますか？その他,鯖江市の将来像について、夢や希望、アイデアなど、想いを自由に書いてください。,その他、市に対して言いたいことを、自由に書いてください。
122,SR00012214,2023-07-27T19:02:45,女性,40～49歳,鯖江（惜陰・進徳小学校区）,"ゆっくりしている
役などの強制がとくになく、個人の自由としている点※当番はあります。
なんでもかんでも絶対必ずのような圧力がない","公園を整備してほしい
すみ良い町ですが、公園をもっと変えたら住むは人が増えるのかなと
また私の家の前は道が狭く、花壇のようなものがありますが活用されていない。","若者が来たくなる店がない。西山を売りにしているなら、スタバや、タリーズなど、有名店を周辺に取り入れたらどうか。商店街を特色がある街並みにするなど。
また、西山公園の遊具も変わり映えしない。古くなったし、もっと変えた方がよい。小さい子供がいますが、パンダランドはいきません。だったらだるまちゃんにいきます。全天候遊び場なし、遊具古い、水遊びできない、遊びなら親がゆっくりする場所もない、惹かれるキャラクターもいない。もっと考えた方がいい。住むだけには良いが、今の鯖江に観光にくるかな。メガネロードもやるならもっとした方がいい。",１．いま住んでる地区にずっと住み続けたい,,たまたま空いていた,スマートフォン（スマホ）,,子どもから高齢者まで安心して教育を受けられるまち;安心して結婚・出産・子育てができるまち;大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち,,西山公園をもっと変えたら良い。高齢者には坂がつらい。動物園までエレベーターつけるとか。さくら、ツツジは誇れる。テーマを整えた公園にするなど。昭和のレトロ感を出す、キャラを考えるなど。また若者がくるイオンモールを作った方がいい。福井初、ここにしかない特色をもって町を希望,税金を下げて下さい。今は物価が高く、給料が見合ってない人がたくさんいます。そこで鯖江にすんだら税金が安くなるとか、鯖江にすんだら毎月お米がもらえるとか、できませんか。みんな苦しんでます。
121,SR00012168,2023-07-27T18:18:58,女性,60～64歳,鯖江（惜陰・進徳小学校区）,,"遊歩道とマレットゴルフ場を分けて欲しい

越前市のような子供達の遊技施設があったらと",,１．いま住んでる地区にずっと住み続けたい,,今ある家業があるので,パソコン;スマートフォン（スマホ）;テレビ,,子どもから高齢者まで安心して教育を受けられるまち;高度な医療や福祉サービスが充実したまち;だれもが自由に移動できる交通利便性の高いまち,,ジブリの森とかあったらいいと思います，,
119,SR00011903,2023-07-27T13:37:05,女性,65～69歳,神明（神明・鳥羽小学校区）,官公庁が近くにあったり色々な店もあり生活がしやすい環境であると思います。,健康の森みたいな健康に関する施設があるといいかな～,,１．いま住んでる地区にずっと住み続けたい,,住みやすいから,スマートフォン（スマホ）;テレビ;新聞・雑誌など,,子どもから高齢者まで安心して教育を受けられるまち;スポーツに親しむ環境が整備されたまち;安心して結婚・出産・子育てができるまち,,,
118,SR00011858,2023-07-27T12:38:11,女性,60～64歳,中河,"人が優しい
近くに西山公園や三里山、文殊山があり、市役所、図書館、駅、ショッピングセンターに行きやすく便利",バス路線がなく自分が運転できなくなった時にはタクシーしか移動手段がない,人口が減らない対策,１．いま住んでる地区にずっと住み続けたい,,我が家を離れようと思わない,スマートフォン（スマホ）;新聞・雑誌など;テレビ,,安心して結婚・出産・子育てができるまち;だれもが自由に移動できる交通利便性の高いまち;個性を尊重し多様なライフスタイルが実現できるまち,,,
116,SR00011652,2023-07-27T10:19:47,女性,30～39歳,神明（神明・鳥羽小学校区）,特に無い,"子供の室内遊び場が無い
歩道がガタガタでベビーカーで出歩く時に危ない
",子供の室内遊び場が無いので、市外や県外に行く必要がある,１．いま住んでる地区にずっと住み続けたい,,地盤が高く雨や地震に強い,スマートフォン（スマホ）,,まちなみや景観が美しいまち;安心して結婚・出産・子育てができるまち;防災対策や防犯対策が十分で安全安心に暮らせるまち,,子供を育てながら安心して働ける環境が欲しい,"暑い日や雪の日、雨の日も遊べる子供の室内遊び場を早急に作って欲しい
"
115,SR00011566,2023-07-27T10:04:21,女性,30～39歳,河和田,静か、ラポーゼ河和田に近い,お店があまりない,お店があまりない,５．県外に移りたい,もっと栄えているところ,選択肢があまりない,スマートフォン（スマホ）;パソコン,,安心して結婚・出産・子育てができるまち;だれもが自由に移動できる交通利便性の高いまち;大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち,,,
114,SR00011496,2023-07-27T09:37:07,男性,65～69歳,鯖江（惜陰・進徳小学校区）,近くにショッピングセンターや公共施設や公園などもあり、住みやすい場所である。,ない,ない,１．いま住んでる地区にずっと住み続けたい,,住みやすい,スマートフォン（スマホ）;テレビ;ラジオ,,まちなみや景観が美しいまち;歴史・伝統・芸術・文化を大切にするまち;スポーツに親しむ環境が整備されたまち,,このままでよい,もう少し福祉に力を入れてほしい。
113,SR00011360,2023-07-27T09:35:46,回答しない,50～59歳,新横江（鯖江東小学校区）,町内美化に取り組んでいる,集中的に雨が降ると、用水路の水が道に溢れてしまい、敷地内にも水がきてしまうこと。,,１．いま住んでる地区にずっと住み続けたい,,交通の便も比較的よく、友人宅、実家にも近いから,スマートフォン（スマホ）;テレビ;タブレット端末,,産業が盛んで働く場所が充実したまち;個性を尊重し多様なライフスタイルが実現できるまち;高度な医療や福祉サービスが充実したまち,,,
111,SR00011142,2023-07-27T06:55:38,回答しない,30～39歳,神明（神明・鳥羽小学校区）,西山公園の動物園。あのクオリティで無料で楽しめるのは本当に素晴らしいです。,"清掃に出れなかった人への罰金制をやめて欲しい。
そこら中に家を建てるのをやめて欲しい。公園や子供が遊べる施設を作って欲しい。","子供(未就学児～小学生)が雨や雪の日が多くても遊べるような施設をたくさん作って欲しい。
車がない人も自由に移動ができる方法をもっと考えて欲しい。",１．いま住んでる地区にずっと住み続けたい,,今住んでいるところが好きだから。,スマートフォン（スマホ）,,安心して結婚・出産・子育てができるまち;個性を尊重し多様なライフスタイルが実現できるまち;だれもが自由に移動できる交通利便性の高いまち,,"子供(未就学児～小学生)が雨や雪の日が多くても遊べるような施設をたくさん作って欲しい。
車がない人も自由に移動ができる方法をもっと考えて欲しい。",鯖江市役所で働いている方の対応レベルが全体的に低いと思います。しっかり対応してくださるよう指導していただきたいです。
109,SR00010907,2023-07-26T21:09:12,男性,30～39歳,吉川,,"地区自治体の活動が旧態依然としていて時代に相応しく無い。
地域自治組織の存在意義は、公衆衛生の保全と治安防災機能の維持にある。
地域の祭りや神社行事に、なぜ人足として駆り出されねばならんのか。
信仰の自由を侵害しボランティアの強制を公然と続けている。
人権ついてまとな思考が有れば「これはあんたのとこの嫁に頼むわ※」などと軽率な発言など到底できないはずだ。
※夏祭り屋台の食材準備
※台所は女がやって当たりまえとでも思っているのか？
※このことを抗議すると「周りは誰もそんなこと言ってない。お前だけそんなことを言うな」といった態度。残念でならない。

","人口も増加傾向で、商業施設もおおくとても暮らしやすい。引っ越してきて正解だったと思っている。
ITやSDGSへの取り組みも積極性があって今後も発展が期待できる都市だと感じる。
それだけに、多様性を認められない旧態依然とした場面垣間見ると、とても残念に思ってしまう。",３．市内の他の地区に移りたい,先進的な自治組織のある地区が望ましい。なければ作れるような仕組みが有ればありがたい。,神社行事への協力(資金、役務)が半ば強制されているから,スマートフォン（スマホ）,,安心して結婚・出産・子育てができるまち;個性を尊重し多様なライフスタイルが実現できるまち;デジタル技術を活用したサービスが充実したまち,,突き抜けたIT都市として、福井県の中枢都市を目指してほしい,
107,SR00010724,2023-07-26T19:33:27,男性,70～74歳,神明（神明・鳥羽小学校区）,"白山神社、自転車道、日野川に架かる橋
西山公園の北口、嶺北忠霊塔","①水落町１丁目ですが、町内には西循環線を除いて幹線道路が東西、南北と２本走っていますが、降雪時、業者が除雪した雪を歩道に積み上げているなど、高齢者が住んでいるなど歩道の除雪が十分行われておらず、子どもの登下校や買い物する高齢者等が、歩道を歩けず本線を歩いている実態があり、弱者の安全を確保してほしい。
②同町１丁目17-11吉村宅前に２本の幹線道路が交差していますが、ここに横断歩道を設けてほしい。今年３月に区長を通じて鯖江警察署に申し出たが、基準に満たないのか実現していない。
鯖江郵便局前の幹線道路の横断歩道は、水落児童館前と西循環線しかなくかなり離れています。このため、幹線道路の南側に住む子どもや高齢者等は、幹線道路を横切っ渡っている状況で、住民の安全確保面から、市から横断歩道の設置を強く働きかけてほしい。",上記のとおり。,１．いま住んでる地区にずっと住み続けたい,,今住んでいる所に、満足している。,スマートフォン（スマホ）;テレビ;新聞・雑誌など,,防災対策や防犯対策が十分で安全安心に暮らせるまち;若者や女性に選ばれる魅力のあるまち;だれもが自由に移動できる交通利便性の高いまち,,"丹南高校跡に是非とも美術専門学校を設けてほしい。丹南高校には、美術大学に劣らない設備がありますが、十分活用されていません。北陸三県で、美術関係の高校や専門学校、大学が無いのは、福井県だけです。鯖江市には、メガネ産業や河和田漆器、繊維があり、隣の越前市には、越前和紙、越前家具等、また、越前町には、越前焼があり、これら丹南地区の伝統産業を更に発展させるには、基礎美術が必要条件になります。鯖江市が、将来生き残るには、若者の美術の教育が必要です。丹南地区の鯖江市に是非とも美術関係の学校を設置されることを願っています。


",今年の市会議員に３名の女性が当選され、喜んでいます。鯖江市は、女性活躍、ジェンダー推進を挙げていますが、残念ながら女性の区長は、ほとんどいません。町内会の役員もほとんど男性ばかりです。市も町内に任せるのでなく、女性の区長、役員が、増えるように割合を示すなど働きかけてほしい。女性の区長、役員が増えれば、もっと住みやすい町になるのではないでしよか。
106,SR00010600,2023-07-26T19:21:28,男性,65～69歳,中河,店が近い,"旧態然な行事を見直して、住民構成に合った行事を行って欲しい。（高齢化、過疎）
無駄な配り物が多い。",無駄な箱物を処分し、AIを取り入れて節税を図って欲しい。,４．県内の他の市町に移りたい,分からない。,施設の使用料が高過ぎる。,スマートフォン（スマホ）;テレビ;ラジオ,,スポーツに親しむ環境が整備されたまち;若者や女性に選ばれる魅力のあるまち;高度な医療や福祉サービスが充実したまち,,正直で平和な市,このアンケート調査のように、比較的下層の住民の声を聞いてもらいたい。
105,SR00010513,2023-07-26T19:14:44,男性,70～74歳,鯖江（惜陰・進徳小学校区）,地理的に風水害や地震に比較的強い点。,自動車社会に対応した道路整備。東西を結ぶ道路が少ない。,近松や狂歌など根拠の曖昧なイベントはながつづきしないと思う。,１．いま住んでる地区にずっと住み続けたい,,代々鯖江で自営業を営んでいるので、離れられない。,タブレット端末;テレビ;新聞・雑誌など,,高度な医療や福祉サービスが充実したまち;だれもが自由に移動できる交通利便性の高いまち;安心して結婚・出産・子育てができるまち,,,"イベントや話題作りが先行している印象です。
殆ど空席のコミュニティバスの必要性の見直し、効率化が必要だと思います。"
104,SR00010494,2023-07-26T18:00:42,男性,40～49歳,神明（神明・鳥羽小学校区）,子供が多い,"危ない交差点がある（神明小の前の通り）信号ないので、せめて赤の点滅の信号が欲しい。


","鯖江サービスエリアを広くして欲しい。
JR鯖江駅の路上駐車を無くしてほしい。",１．いま住んでる地区にずっと住み続けたい,,"子供がまだ小さいから。

",スマートフォン（スマホ）;テレビ;ラジオ,,歴史・伝統・芸術・文化を大切にするまち;安心して結婚・出産・子育てができるまち;身近に自然を感じることのできるまち,,大学があると、良くも悪くも活気が出ると思う,
103,SR00010354,2023-07-26T16:47:19,男性,60～64歳,神明（神明・鳥羽小学校区）,特になし,つつじバス が、オンデマンド化されるなど、もっと使いやすくなればよいのに、と思う。,住まう場所、暮らす場所としての“魅力”がほしい。,５．県外に移りたい,東京、とか,高齢になっても、移動、買い物、情報アクセス面の利便性が、ここよりは高いと思われるから。,パソコン;スマートフォン（スマホ）;テレビ,,高度な医療や福祉サービスが充実したまち;だれもが自由に移動できる交通利便性の高いまち;大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち,,,
102,SR00010223,2023-07-26T14:04:46,男性,40～49歳,鯖江（惜陰・進徳小学校区）,平穏で町内での関係性もよく住みやすいところ,"公共交通機関の利便性。
現在はさほど問題ないが新幹線開通後も同程度の本数を維持できると良い。","スポーツ施設の充実
運動したいが場所が限られている。
個人的にはテニスコートを充実してほしい。",１．いま住んでる地区にずっと住み続けたい,,生活圏に必要なもの（スーパー、ドラッグストア）は揃っていて不自由はない。,スマートフォン（スマホ）;パソコン;テレビ,,子どもから高齢者まで安心して教育を受けられるまち;スポーツに親しむ環境が整備されたまち;産業が盛んで働く場所が充実したまち,,,
101,SR00010140,2023-07-26T12:44:31,男性,60～64歳,片上,自然豊かで文殊山や古墳群をたのしめるところ,若い人たちが家を建てにくい、地元に戻ってこない。ここに住みたいという魅力が少ない。,西地区は農地をつぶしてどんどん家が建つ一方、東地区は新幹線もできてより一層過疎化が進んでいる。同じ税金を納めており、もっとバランスよく有意義に使ってほしい。,１．いま住んでる地区にずっと住み続けたい,,移り住む金銭的な余裕がない。ここに住まざるを得ない。,パソコン;スマートフォン（スマホ）,,産業が盛んで働く場所が充実したまち;地域資源を活かした観光交流が盛んなまち;高度な医療や福祉サービスが充実したまち,,若者が働きたくなる、結婚して住みたくなるような企業誘致を進めてほしい。,
100,SR00010031,2023-07-26T10:47:51,女性,30～39歳,鯖江（惜陰・進徳小学校区）,交通アクセスが良い,コンビニ(セブンイレブン)が欲しい。,"ファッション、レストラン等が入る商業施設が欲しい。

ゴミ出しが面倒。
燃えるゴミとプラ等は同じゴミステーションに出したい。

名前を書くのは個人情報流出なのでやめてほしい。
嫌がらせなどのトラブルにつながる。",１．いま住んでる地区にずっと住み続けたい,,新築を建てたから,スマートフォン（スマホ）,,大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち;若者や女性に選ばれる魅力のあるまち;だれもが自由に移動できる交通利便性の高いまち,,,
99,SR00009944,2023-07-26T08:15:26,女性,30～39歳,神明（神明・鳥羽小学校区）,"静か
近所の人が親切
おばあちゃん達が優しい","住宅街でバーベキューを頻繁にする家が数軒ある。臭いが凄くて困っている。
小学校が遠い。
防災無線が聞こえない。",サンダーバードを無くさないで欲しい,４．県内の他の市町に移りたい,福井市,サンダーバードは無くなるし、子どもの施設も少ないし…,スマートフォン（スマホ）;新聞・雑誌など,,子どもから高齢者まで安心して教育を受けられるまち;人々のふれあいやコミュニティ活動が盛んで温かいまち;防災対策や防犯対策が十分で安全安心に暮らせるまち,,高齢者、子どもの交流が盛んな街になって欲しい。,住宅街でのバーベキューの注意喚起をお願いしたい。
98,SR00009806,2023-07-25T23:15:58,女性,50～59歳,北中山,"自然が豊か、蛍が見れる、
治安が街と比べいい。","自治会の考えが古い、若夫婦世帯でも住みやすくなるような町になって欲しい。
多くの子供が集まり遊具もたくさんある公園が近くにない。鯖江の西よりにある公園へは大人が車で連れていかないといけない。送り迎えが遠い。",鯖江の中心が西寄りにあるため、東側に住んでいると色んな面で遠く感じる。,５．県外に移りたい,長野県、兵庫県、静岡県,"長野県、雪は降るものの福井みたいな重い雪は降らない。観光名所が多い。
兵庫県、雨があまり降らない温暖な気候、都会に近い田舎。
静岡県、漁港が活気づいている。関東関西の中間地点で旅行しやすい。富士山がいつも見れる。",パソコン;スマートフォン（スマホ）;新聞・雑誌など,,安心して結婚・出産・子育てができるまち;大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち;身近に自然を感じることのできるまち,,"市の東地区の人口減少よよる将来が心配。大きな旧家で高齢者のひとり暮らしが増え、その後の空き家問題も懸念される。
元気な内に気の合う仲間同士が寄り添い同居生活が出来ると、見守り合いが出来て安心につながる。

 東側地区の子供の数も減少の一途。少数クラスの利点もあるが刺激のなさも否めない。先ではあるが東陽小中学校併設もありではないでしょうか。小学児童はスクールバスの送迎で安全確保できる。
今の北中山小学校の場所は、今立から車で走ってくると この小学校に突き当たります。福井へ抜けるトンネルへはそこを右折するか、消防署の前をクランクして走るようになっていて混雑時間もある。
今立から戸口トンネルへのまっすぐな道も可能になる。

また北中山地区は福井へも武生、今立、池田へのアクセスが良いところ。中河、北中山地区の田園は残したいところでもありますが、今後開発地としては持ってこいの余力がある場所。相続で田畑を手放したい人が増えた場合、農業用地の集約をした上で、広大な地を有効活用し、企業誘致や大型商業施設、自然を残しつつの大型公園をつくり、周りには十分な駐車場確保し、隣接の町から車で来やすくする。そんな施設が出来るといいと思う。
一方、それによる交通量が多くなる場合には、住民への配慮は忘れずに整備して欲しい。","南北に走る福井今立線の県道は、福井に抜ける通勤には便利なまあまあ静かな道でした。新しい戸口トンネルができてからの交通量は目まぐるしく、大型トラックやトレーラーがひっきりなしに通ります。鯖江の8号線を避けてこちらを利用する大型車が増えています。戸口町内の歩道のないところも駆け抜けて行きます。歩いていてヒヤッとしたときもあり危ないのが現状です。速度制限を設けるとかできないでしょうか。
住宅が道沿いに建ち並ぶ町内を大型車両が頻繁に行き交う所は、そうないと思います。せめて大型車だけでも町内を回避して福井今立間を走る道を検討してくださるよう希望します。
"
97,SR00009739,2023-07-25T22:08:27,女性,60～64歳,神明（神明・鳥羽小学校区）,"店、図書館、電車の駅、学校が近くにあり、生活しやすい。
散歩コースがたくさんある。自然もあり落ち着ける。","公共交通などの利便性がよくなるとよい。
学校の近くで小学生の登下校の道なので冬場雪が降ると道が狭くなり危ない。融雪をつけてほしい。","６０代が集ったり、勉強したりできる場がほしい。あるのかもしれないが、見えてこない。
自然のなかで遊べるところがほしい。",１．いま住んでる地区にずっと住み続けたい,,中途からここに住み始めたが、地区の人が温かく受け入れてくれたから,スマートフォン（スマホ）;パソコン;テレビ,,高度な医療や福祉サービスが充実したまち;人々のふれあいやコミュニティ活動が盛んで温かいまち;身近に自然を感じることのできるまち,,自然や歴史、文化、遊びの案内人を育て、その人たちに鯖江のいろんないいところを教えてもらいたい。,公共施設のメンテナンスをしっかり計画的にやってほしい。作るばかりでなく存続し続けることが大切
96,SR00009660,2023-07-25T20:31:12,男性,75歳以上,鯖江（惜陰・進徳小学校区）,災害が少ないところ,"車が無いと不便なところ。特に、運転弱者には交通手段が不便
サンドーム福井でイベントがあると非常に混雑するところ",行政サイドと市会の一体化、市民サイドに立った行政運営,１．いま住んでる地区にずっと住み続けたい,,適度な田舎感,パソコン;スマートフォン（スマホ）,,だれもが自由に移動できる交通利便性の高いまち;身近に自然を感じることのできるまち;防災対策や防犯対策が十分で安全安心に暮らせるまち,,,
95,SR00009524,2023-07-25T19:25:12,男性,65～69歳,北中山,住民の人柄が穏やかで暖かい,"住民に覇気が無く、活気が無い
",鯖江市内を南北に貫く国道、高速道路、線路、河川はあるが、東西に貫く道路が無いので、東西の交流が少ない。東西に貫く道路を作って欲しい,１．いま住んでる地区にずっと住み続けたい,,出たい気持ちもあるが、現実には住み続けるだろう。市街地に近い田舎なので、便利な割には静かで住みやすい。,スマートフォン（スマホ）;パソコン;新聞・雑誌など,,安心して結婚・出産・子育てができるまち;産業が盛んで働く場所が充実したまち,,眼鏡会館、漆器会館に近隣の和紙の里、打刃物、池田のジップライン、川下りなどでの体験学習等を利用して修学旅行を誘致すると良い,"西部地区から東部地区までを貫く道
路を作って欲しい。"
94,SR00009491,2023-07-13T21:21:17,男性,60～64歳,立待,住宅街で騒音もなく、近所付き合いもあり不審者の侵入しづらい環境だと思います。,道幅が狭く除雪が町道まで行き届かない。市道も融雪がなく冬場は不便。,年齢問わず住みたいと思う環境。子育てや老後の不安がないオリジナルな鯖江市ならではの魅力ある市政。,１．いま住んでる地区にずっと住み続けたい,,環境の変化は求めない。安定した日々を続けたいから。,パソコン;スマートフォン（スマホ）;テレビ,,歴史・伝統・芸術・文化を大切にするまち;安心して結婚・出産・子育てができるまち;防災対策や防犯対策が十分で安全安心に暮らせるまち,,ツツジ祭りやメガネ産業もアピールが下手。将来性のあるものに予算をかけて新幹線開通する人や物流のチャンスを活かして欲しい。,"市議や市政に関わる人々は、市民にとって生活環境を良くして暮らしを豊かにするべく日々奮闘していると信じたい。
市議選が終わり声をからして訴えたアツいキモチを失くさないで税金を活用して欲しい。"
93,SR00009360,2023-07-13T19:54:10,女性,65～69歳,新横江（鯖江東小学校区）,鳥のさえずりが聞こえ、燕が巣をつくり自然豊かな町,公共交通が、ほとんどなく不便,博物館や美術館など、芸術にふれる場所がない,４．県内の他の市町に移りたい,福井市,"公共交通の利便性
美術館、博物館、図書館などが豊富",パソコン;スマートフォン（スマホ）;新聞・雑誌など,,歴史・伝統・芸術・文化を大切にするまち;だれもが自由に移動できる交通利便性の高いまち;防災対策や防犯対策が十分で安全安心に暮らせるまち,,地場産業を、もっともっと全国にアピールして、若い人が多く移住して活気のある市になるとよい。,
92,SR00009282,2023-07-13T07:58:44,女性,22～29歳,鯖江（惜陰・進徳小学校区）,"スーパーやレストラン、100円ショップなどが近くにあって生活しやすい
西山公園に歩いて行ける",特になし,融雪が整備されていない道路が多い,４．県内の他の市町に移りたい,越前市,夫の実家が越前市で、その近くで家を建てる予定があるから。,スマートフォン（スマホ）;テレビ,,安心して結婚・出産・子育てができるまち;防災対策や防犯対策が十分で安全安心に暮らせるまち;大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち,,イオンモールやコストコ、三井アウトレット等大手商業施設があると行くのになぁと思います。また、よく要望があると思いますが、子育て世代の私からすると、越前市のだるまちゃん広場や隣接するスタバが羨ましいです。屋内遊具施設なども継続可能な方法で前向きに検討していただきたいです。,いつも市民のために尽力いただきありがとうございます。
90,SR00009004,2023-07-13T07:11:22,女性,50～59歳,立待,町内の方が堤防をすごくきれいにしてくれている。進んで住んでいる地域をきれいにしてたいと思う気持ちが伝わる位きれいだ。,"できれば、ゆくゆく車を手放したいのでバスをもっと増やして欲しいこ
タクシーがもう少し安く気軽に使えると良い","西山公園に常にオープンしてる飲食店を作って欲しい。道の駅だけでは寂しい。せっかくきれいな公園があるのだから、テナントが10件ぐらいあると。夜もご飯を食べに行けるので良いのではないかなと思う。西山公園にスポーツジムがあるといいと思う。
鯖江市役所にちょっとした健康器具を置いて5分から10分の軽い運動ができると良いのではないかと思う。
",１．いま住んでる地区にずっと住み続けたい,,イベントや楽しみはあまりないけど安心ではある。ただ県外に行くとほんとにお店がないのでその辺をちょっとしたことなんですけど、鯖江市内イオンショッピングセンターがあれば最高に良い。もっと鯖江は生まれ変わるをアピールし人が集める事が出来ないか？,テレビ;ラジオ;新聞・雑誌など,,産業が盛んで働く場所が充実したまち;だれもが自由に移動できる交通利便性の高いまち;人々のふれあいやコミュニティ活動が盛んで温かいまち,,"鯖江市はすごいいい街なんだけども娯楽が足りない。移動せずに遊べる場所が1カ所に固まってなし西山公園から鯖江駅までに1カ所、ちょっとしたおしゃれなビルがあると、良いのではないかと思う。
子供からお年寄りまでが自分の足で歩いて行ける場所が近くにあるといいと思う。
鯖江市にきれいな公園がない。
","どんどん新しいことを取り入れて、挑戦して欲しいですダメなら直ぐやめて
新しいことや便利な事を取り入れて、ムダムリムラをなくしていってほしい
同じ人口の規模で良い県外の市を真似て
みるのもいいかなと私が思うのは、とにかく娯楽が少ないきれいな公園がないバスも、もっと普通の人がバスを使えるって知らせたほうが良いと思う。宣伝したほうがいいと思う。本数を増やせると良い。"
89,SR00008972,2023-07-12T17:10:26,女性,65～69歳,豊,特にない,"知ってます　男と女の環境の違い
大学卒業頃まではそれほど大きな差がないのに結婚して子供ができると女性は子育て　家事　仕事の3足のワラジ子育てがおわると介護がくる",議員の半分は女性議員であってほしい,１．いま住んでる地区にずっと住み続けたい,,"特にこの場所がいいというわけではないけれど
自分が作り上げた環境　友人達などを変えたくない",スマートフォン（スマホ）;タブレット端末;新聞・雑誌など,,子どもから高齢者まで安心して教育を受けられるまち;歴史・伝統・芸術・文化を大切にするまち;人々のふれあいやコミュニティ活動が盛んで温かいまち,,100%男女の権利が同等であってほしい,"いじめとかDVとかがない街になってほしい
あってもすぐに対処してほしい　手遅れになる前に
子供達が未来に　生きることに希望を持てる街になってほしい
"
